YEAR,MONTH,CITY,REALSUM,ROOM_TYPE,HOST_IS_SUPERHOST,MULTI,BIZ,GUEST_SATISFACTION_OVERALL,BEDROOMS,DIST,LNG,LAT,CLEANLINESS_RATING,HOST_RESPONSE_TIME,REVIEWS_PER_MONTH
2021,july,prague,403.03,entire home/apt,true,false,no,3.9,2.0,11.772669491525424,29.439344,387974.94,4.138266384778013,10.3,19.5
2022,august,london,239.91002745512148,private room,true,false,yes,4.1723991507431,3.0,1.35,23.430332,64570.488407405915,4.5,19.2,2.4
2022,july,amsterdam,67.092,shared room,true,true,yes,4.8,5.0,3.39,22.621663,49.05176,1.4,5.5,9.9
2015,march,london,212.92,entire home/apt,true,false,yes,4.1723991507431,3.0,1.33,19.131582,49.66171,3.0,3.8,24.6
2016,may,london,129.85,private room,true,true,no,3.1,5.0,7.06,22.638997,52.3042,4.3,23.1,10.6
2018,february,paris,146.58,shared room,true,false,yes,4.2,3.0,3.57,-2.399561,43.046262,3.8,17.1,8.12
2017,august,london,56.29,entire home/apt,false,false,no,4.6,5.0,9.1,3.758735,40.281294,3.8,19.7,20.5
2019,october,paris,364.71,shared room,false,false,no,4.2,1.0,4.38,16.885703,64570.488407405915,3.6,20.6,2.0
2022,july,paris,183.06,entire home/apt,false,false,no,4.8,2.0,8.62,-8.366866,55.716872,3.7,15.1,3.4
2016,april,paris,192.39,private room,true,true,yes,4.7,5.0,95.6,6.836701,59778.84,4.5,22.5,26.1
2022,december,brussels,483.23,entire home/apt,true,false,no,3.4,4.0,8.92,-5.607227,46.361436,7.3,7.61,13.406927138331573
2023,july,london,252.81,entire home/apt,true,false,no,4.8,3.0,0.81,16.569771,41.577712,3.3,18.2,1.5
2021,january,paris,97.131,shared room,false,false,no,4.7,2.0,0.5,24.699851,755356.14,3.9,4.1,12.2
2020,may,paris,37.281,entire home/apt,true,true,yes,4.2,2.0,4.12,11.546882,42.169444,3.9,4.6,13.406927138331573
2021,september,rome,239.91002745512148,private room,false,true,yes,3.3,5.0,2.85,11.003316,48.663198,3.5,9.01,14.0
2021,july,istanbul,489.11,entire home/apt,true,false,yes,7.3,4.0,0.85,18854.6,47.521753,4.2,17.4,11.8
2023,may,barcelona,436.14,shared room,true,true,yes,4.5,1.0,8.56,7.038257,51.164336,3.9,7.3,28.6
2020,september,rome,239.91002745512148,private room,false,false,no,4.4,5.0,8.69,-0.669405,49.802915,4.9,19.8,19.1
2020,june,rome,286.76,private room,false,false,yes,3.1,1.0,3.38,29.802552,44.710914,4.1,15.8,12.2
2018,november,istanbul,356.73,private room,true,true,no,3.3,3.0,3.28,868647.8,64570.488407405915,3.7,13.6,9.0
2023,may,brussels,239.91002745512148,entire home/apt,false,false,yes,4.1723991507431,2.0,8.78,391401.22,41.344072,4.6,4.6,10.6
2021,may,prague,89.314,private room,true,true,yes,3.8,5.0,8.26,-0.167679,41.066495,4.9,11.5,29.2
2021,may,barcelona,340.12,shared room,true,true,yes,4.6,3.0,9.97,29.335044,44.052688,4.138266384778013,10.7,22.9
2020,march,istanbul,187.74,private room,true,true,no,7.4,3.0,0.93,27778.172614387302,58.680353,3.2,11.37399577167019,2.52
2023,may,paris,357.22,entire home/apt,false,false,no,3.7,3.0,39.6,-4.089662,939819.74,3.3,8.3,20.8
2018,april,istanbul,325.53,shared room,false,true,yes,4.4,1.0,2.63,7.553413,44.753221,4.3,19.3,6.0
2015,may,london,157.63,entire home/apt,true,false,no,3.5,2.0,1.87,252802.72,46.49534,4.7,5.2,20.8
2018,october,brussels,19.492,shared room,true,false,no,4.1723991507431,4.0,4.5,311284.22,42.490958,3.6,6.6,26.1
2018,march,london,176.8,shared room,true,true,no,4.5,5.0,0.95,7.288172,52.142041,4.5,10.8,12.2
2021,june,amsterdam,185.26,shared room,false,true,yes,4.4,3.0,2.1,7.687396,200319.15,4.7,11.37399577167019,29.8
2023,may,istanbul,227.2,shared room,true,true,yes,4.7,1.0,5.28,8.478078,40.757437,4.6,2.1,29.4
2022,december,prague,474.86,private room,true,false,no,3.1,3.0,7.53,26.839368,812835.04,3.0,16.1,9.3
2021,august,brussels,397.89,entire home/apt,false,true,no,0.5,2.0,3.79,5.002648,49.375675,4.138266384778013,20.9,8.5
2015,april,prague,310.54,entire home/apt,false,true,no,3.9,2.0,11.6,9.279928,43.031309,3.8,11.4,10.0
2021,october,prague,449.14,entire home/apt,true,false,no,3.6,1.0,7.78,17.375759,51.873,4.4,6.5,13.406927138331573
2021,october,prague,315.58,shared room,true,false,yes,3.3,1.0,7.78,2.777158,46.053984,3.5,18.6,16.5
2023,july,paris,63.03,private room,true,false,no,9.3,1.0,75.8,12.54908,989275.75,8.3,22.8,12.5
2022,may,amsterdam,192.67,private room,false,false,yes,4.1723991507431,2.0,8.06,-5.867949,46.266205,4.138266384778013,11.37399577167019,3.91
2016,july,prague,386.87,shared room,true,false,no,4.9,1.0,9.39,19.12554,49.38568,4.6,12.1,19.8
2015,september,paris,410.87,private room,true,true,no,4.8,4.0,11.772669491525424,297214.12,42.033041,3.3,13.9,14.9
2021,may,brussels,350.39,shared room,false,false,yes,4.5,4.0,3.4,18.188646,64570.488407405915,4.8,6.8,24.7
2022,august,london,96.91,shared room,true,true,no,3.6,3.0,1.48,13.660262,43.365361,3.7,9.0,14.8
2016,july,istanbul,121.46,entire home/apt,false,true,yes,4.3,3.0,7.37,-114364.1,48.564301,4.7,2.9,13.406927138331573
2019,may,istanbul,297.03,private room,true,false,no,4.1723991507431,3.0,0.51,943407.91,55.431854,4.4,11.37399577167019,14.6
2022,october,paris,144.72,private room,true,true,no,4.2,2.0,9.02,4.187832,45.365502,4.3,13.3,11.7
2015,february,barcelona,239.91002745512148,private room,false,true,yes,4.4,4.0,5.08,21.359518,55.817214,4.138266384778013,5.0,11.8
2023,may,rome,274.54,entire home/apt,false,false,no,4.6,4.0,1.22,9.297565,57.815156,4.7,11.37399577167019,15.7
2022,april,brussels,219.45,entire home/apt,false,false,no,1.3,3.0,4.51,24.833455,56.203519,4.138266384778013,19.9,1.4
2021,june,amsterdam,358.94,private room,true,true,no,4.2,5.0,31.5,10.910281,43.321224,4.138266384778013,22.2,4.3
2019,may,london,200.48,shared room,true,true,yes,4.7,2.0,1.9,27778.172614387302,45.513776,3.6,23.8,5.5
2021,february,brussels,88.943,shared room,true,true,yes,3.3,1.0,3.05,4.641718,48.839435,4.138266384778013,6.1,13.406927138331573
2015,may,istanbul,209.32,shared room,false,false,yes,5.0,1.0,11.772669491525424,7.423029,70691.34,4.138266384778013,8.0,12.3
2021,october,paris,200.33,shared room,true,true,yes,4.6,5.0,5.47,286604.22,51.586129,4.138266384778013,5.1,13.406927138331573
2016,may,prague,251.49,private room,true,false,yes,3.6,4.0,11.772669491525424,26.239818,56.701065,3.4,22.6,6.3
2018,may,rome,239.91002745512148,entire home/apt,true,false,no,4.4,4.0,11.772669491525424,14.257494,50.013052,4.138266384778013,10.8,29.6
2022,may,paris,494.79,shared room,false,true,no,4.5,2.0,3.13,27.049395,41.046241,3.3,11.37399577167019,11.6
2016,february,paris,344.82,entire home/apt,false,false,no,3.3,3.0,5.44,27778.172614387302,50.321348,4.0,3.9,10.6
2021,october,london,422.84,shared room,false,true,no,4.5,3.0,0.99,-465801.5,45.035289,4.4,20.1,1.01
2015,may,paris,155.96,shared room,false,true,no,4.6,1.0,8.58,24.555739,45.857652,3.0,19.8,4.2
2022,september,istanbul,90.63,shared room,false,false,yes,4.8,2.0,6.15,710640.32,58.685017,4.4,3.6,3.5
2015,september,london,414.79,entire home/apt,false,false,no,4.7,3.0,1.94,-5.711784,696089.74,3.5,16.5,13.406927138331573
2019,october,london,239.91002745512148,shared room,true,true,yes,4.5,1.0,11.772669491525424,23.746836,50.545563,4.138266384778013,18.1,2.1
2019,november,barcelona,177.2,entire home/apt,false,true,yes,3.2,2.0,6.6,5.340757,46.208867,4.3,3.5,13.406927138331573
2022,december,brussels,239.91002745512148,private room,false,true,yes,4.9,2.0,9.3,10.964675,64570.488407405915,4.5,5.7,1.41
2019,april,istanbul,260.28,entire home/apt,true,true,yes,3.9,5.0,1.44,29.533886,49.451523,3.8,4.2,8.0
2023,october,amsterdam,381.67,shared room,true,false,yes,4.4,2.0,11.772669491525424,27778.172614387302,659129.55,4.3,9.4,14.0
2022,march,paris,439.57,entire home/apt,false,false,no,4.8,5.0,8.52,3.639757,45.926637,3.5,9.1,14.4
2017,may,amsterdam,470.39,shared room,false,true,yes,4.1,1.0,5.83,-7.906146,52.983813,4.3,11.3,4.22
2021,january,istanbul,85.354,shared room,false,true,no,4.0,5.0,8.41,12.661794,47.634959,4.8,11.37399577167019,3.9
2017,may,amsterdam,473.75,entire home/apt,false,true,yes,4.1,4.0,1.79,20.323983,64570.488407405915,4.5,16.3,17.3
2020,march,brussels,476.27,entire home/apt,false,true,no,4.1,3.0,46.7,8.939611,52.937021,4.8,2.4,29.6
2015,june,rome,239.91002745512148,shared room,false,true,yes,4.4,3.0,8.81,12.681068,43.711204,3.1,18.6,0.01
2020,december,paris,239.91002745512148,private room,false,true,no,3.1,1.0,11.772669491525424,236917.32,53.494279,4.0,5.0,28.1
2019,february,amsterdam,420.56,entire home/apt,true,false,no,3.8,2.0,9.07,0.191435,64570.488407405915,3.5,18.3,13.406927138331573
2022,march,paris,65.26,entire home/apt,false,true,no,4.5,4.0,3.78,-791916.2,41.382352,4.9,5.4,19.9
2021,january,london,349.23,entire home/apt,true,false,yes,4.9,3.0,1.64,2.087335,49.194762,3.2,16.9,9.8
2023,june,rome,263.54,private room,true,false,no,3.4,4.0,6.03,-4.183215,50.651599,4.9,4.9,3.7
2019,september,rome,64.763,shared room,false,false,no,3.6,2.0,5.84,0.73719,55.941065,3.6,20.3,10.9
2017,may,prague,265.29,entire home/apt,true,false,no,3.3,4.0,11.772669491525424,2.881773,47.832455,4.0,4.8,17.7
2016,june,london,239.91002745512148,private room,false,true,yes,4.6,1.0,11.772669491525424,20.502304,48.123627,4.138266384778013,12.3,5.0
2019,february,prague,46.15,private room,false,false,no,3.0,1.0,5.38,16.130643,59.501915,4.2,13.7,9.5
2021,october,rome,497.41,shared room,false,true,yes,3.1,4.0,4.24,25.087737,53.886802,4.138266384778013,6.01,21.2
2022,october,london,255.05,shared room,false,true,yes,3.8,1.0,9.95,20.581863,40.30916,3.9,5.2,4.7
2020,december,prague,339.29,shared room,false,false,yes,2.3,3.0,40.9,-8.673318,48.352674,4.3,11.7,15.9
2019,may,rome,239.91002745512148,entire home/apt,true,false,yes,4.3,2.0,18.8,27778.172614387302,51.826956,3.3,11.37399577167019,13.406927138331573
2023,november,paris,50.72,entire home/apt,true,false,no,4.9,3.0,6.38,-6.428522,50.555279,3.4,19.6,8.5
2015,april,istanbul,260.95,shared room,false,false,yes,4.9,3.0,6.24,16.16548,59.548807,4.8,3.9,18.9
2015,june,istanbul,414.92,shared room,true,true,no,3.8,1.0,70.1,12.090269,64570.488407405915,3.6,9.0,12.1
2023,april,barcelona,380.96,shared room,false,false,no,3.9,5.0,4.78,11.303013,54.955223,4.138266384778013,14.5,22.3
2017,november,paris,457.61,entire home/apt,true,false,no,3.5,1.0,0.64,-1.763829,571285.84,3.8,6.9,5.4
2019,march,paris,174.95,entire home/apt,true,false,yes,4.7,3.0,62.7,-1.428157,49.953496,4.4,18.1,4.51
2023,january,barcelona,335.28,entire home/apt,false,true,yes,4.1,4.0,9.74,8.163896,42.022302,4.3,1.1,9.0
2023,december,amsterdam,57.88,entire home/apt,true,false,no,3.1,2.0,9.95,8.539309,46.838009,4.0,20.0,22.9
2018,february,barcelona,461.76,shared room,false,true,yes,3.6,3.0,0.53,19.335412,55.364942,4.4,12.2,17.9
2015,march,paris,257.39,shared room,true,false,no,4.8,4.0,4.31,6.742299,53.308503,4.2,1.3,6.2
2021,february,amsterdam,313.43,shared room,true,false,yes,3.3,1.0,11.772669491525424,-9.274906,50.392516,4.2,19.0,1.42
2021,february,brussels,450.54,shared room,false,false,no,3.5,4.0,87.8,3.682982,51.958014,3.4,23.7,5.2
2016,october,istanbul,291.8,entire home/apt,true,false,yes,3.5,3.0,7.32,180153.71,64570.488407405915,9.4,16.1,2.0
2017,december,barcelona,336.1,private room,false,false,no,4.1,3.0,11.772669491525424,-377186.5,53.6871,3.8,11.37399577167019,16.5
2016,july,brussels,2.531,shared room,false,false,yes,4.8,1.0,8.3,16.742459,44.647071,2.3,9.01,28.6
2021,july,paris,118.34,private room,true,true,no,2.3,1.0,0.64,11.649363,46.266279,4.9,1.4,7.3
2020,july,rome,191.6,entire home/apt,false,false,yes,3.9,2.0,3.87,15.968885,42.531731,4.1,11.37399577167019,1.5
2023,april,brussels,218.08,entire home/apt,false,false,no,4.4,5.0,19.4,12.698768,51.123828,3.1,13.1,29.1
2016,may,prague,241.9,shared room,false,false,no,4.1723991507431,2.0,8.84,2.032305,59.996096,3.4,4.8,5.42
2021,august,paris,190.79,entire home/apt,false,true,yes,3.6,4.0,11.772669491525424,17.386128,616522.04,4.5,3.9,8.6
2021,august,paris,25.173,shared room,false,false,yes,3.8,4.0,5.38,1.270921,43.802245,4.138266384778013,5.7,3.62
2018,may,london,118.43,entire home/apt,false,false,no,4.1723991507431,2.0,1.09,27778.172614387302,50.463572,3.0,4.6,10.9
2015,march,paris,239.91002745512148,entire home/apt,false,false,yes,3.3,4.0,5.02,26.818536,54.284718,4.9,14.6,19.1
2018,march,rome,96.304,shared room,false,false,no,4.4,5.0,0.99,-2.150285,46.706949,3.2,5.8,4.5
2021,may,istanbul,340.04,entire home/apt,false,true,yes,4.1723991507431,3.0,0.88,0.63837,49.902925,3.5,5.01,22.7
2020,april,prague,89.92,entire home/apt,true,false,no,4.3,3.0,7.07,3.300652,44.84914,4.1,21.3,1.3
2023,april,paris,296.85,shared room,false,true,yes,4.9,4.0,60.1,27778.172614387302,64570.488407405915,7.3,11.7,10.2
2023,june,paris,306.85,entire home/apt,true,false,no,4.2,5.0,5.57,19.504272,54.397044,4.138266384778013,13.2,26.8
2017,february,prague,459.81,shared room,false,false,no,4.1,3.0,6.98,23.505372,59.509347,4.7,11.37399577167019,19.7
2019,june,london,296.21,shared room,true,true,no,4.3,5.0,2.5,-656312.4,43.376378,8.4,2.3,18.2
2019,january,rome,419.94,entire home/apt,true,true,yes,4.0,5.0,2.31,918011.21,47.848024,4.7,11.9,11.6
2017,july,paris,359.17,entire home/apt,true,false,yes,4.6,2.0,1.45,335287.01,52.349776,3.9,2.0,20.0
2023,september,paris,487.45,private room,false,false,no,3.0,3.0,6.85,27778.172614387302,59.037949,3.7,18.6,22.0
2022,march,rome,346.16,private room,true,true,yes,4.1723991507431,1.0,8.36,-5.356714,56.868598,6.4,11.7,3.9
2021,september,istanbul,427.43,shared room,false,false,no,4.1723991507431,4.0,1.42,961007.2,53.049111,4.138266384778013,14.6,16.3
2017,october,prague,90.0,entire home/apt,true,true,yes,3.7,1.0,66.1,27778.172614387302,59.611779,4.9,12.6,7.62
2020,april,paris,461.42,private room,true,false,no,4.1723991507431,1.0,8.89,12.99544,49.527815,4.9,16.4,29.6
2023,september,rome,204.46,shared room,true,false,no,4.4,2.0,8.34,27778.172614387302,42.38689,4.6,11.37399577167019,7.2
2016,march,amsterdam,220.78,entire home/apt,false,false,yes,4.9,4.0,8.36,11.036362,64570.488407405915,4.2,5.1,27.8
2022,may,london,327.2,private room,false,true,yes,4.1,3.0,1.18,27778.172614387302,45.941484,4.7,7.7,0.2
2020,may,barcelona,390.19,entire home/apt,false,false,no,3.2,2.0,2.7,21.506181,64570.488407405915,4.5,23.3,12.5
2021,august,prague,113.11,private room,true,true,no,4.7,4.0,1.96,27778.172614387302,57.219008,4.0,11.37399577167019,23.6
2021,february,paris,50.81,private room,false,true,no,3.5,3.0,6.41,0.874373,40.890072,4.138266384778013,23.1,16.1
2021,march,prague,380.83,entire home/apt,true,true,yes,4.1,3.0,7.88,29.22388,42.312523,4.6,7.4,14.9
2017,may,amsterdam,293.99,shared room,true,false,no,4.2,3.0,76.0,16.116101,49.58248,4.138266384778013,10.5,13.8
2023,september,amsterdam,66.46,shared room,false,false,yes,4.3,1.0,32.3,7.229567,57.198467,4.6,11.37399577167019,0.7
2019,september,paris,286.42,shared room,true,true,yes,4.1,5.0,1.44,-7.655516,64570.488407405915,5.0,22.7,19.5
2023,february,rome,346.26,entire home/apt,false,true,no,4.6,3.0,7.26,228691.01,64570.488407405915,3.3,22.7,29.7
2021,july,paris,391.8,private room,false,false,no,4.2,3.0,3.78,-2.26648,64570.488407405915,3.6,13.0,3.9
2021,september,prague,72.35,entire home/apt,false,false,no,4.1723991507431,4.0,9.29,0.097269,48.04427,3.3,12.5,14.8
2020,january,prague,142.64,private room,false,false,no,4.5,5.0,0.86,27778.172614387302,64570.488407405915,4.3,11.37399577167019,3.0
2022,february,paris,219.14,private room,false,true,yes,4.1723991507431,1.0,2.14,273288.41,59.459259,4.4,18.9,12.3
2023,june,brussels,362.91,shared room,false,false,no,3.1,5.0,82.6,16.756013,40.131685,6.3,20.0,6.7
2015,november,paris,271.78,entire home/apt,true,false,yes,4.1723991507431,1.0,0.94,12.229508,58.256416,4.6,1.3,13.406927138331573
2021,june,paris,197.66,shared room,false,true,no,3.2,3.0,1.83,-7.714216,56.240267,5.0,4.6,29.7
2017,june,london,57.211,shared room,true,false,yes,8.4,3.0,4.45,27778.172614387302,53.210656,3.1,16.0,5.8
2020,march,prague,182.03,entire home/apt,true,false,yes,3.3,4.0,3.57,14.650488,64570.488407405915,4.1,18.2,30.0
2018,september,london,380.13,shared room,true,true,yes,4.2,5.0,2.96,-2.127494,667298.65,4.138266384778013,3.7,20.3
2021,january,barcelona,77.74,shared room,true,false,no,4.3,1.0,8.2,10.270822,56.093601,4.7,11.8,13.406927138331573
2022,april,paris,104.08,entire home/apt,false,false,yes,3.1,3.0,1.98,6.319013,42.704035,3.3,11.7,4.3
2019,april,brussels,239.91002745512148,entire home/apt,false,false,no,4.1723991507431,2.0,4.68,27778.172614387302,49.618497,3.6,11.37399577167019,21.9
2017,january,barcelona,338.23,entire home/apt,true,false,no,4.0,2.0,2.11,2.581603,43.035454,4.2,7.12,14.5
2019,september,prague,72.08,private room,false,true,no,3.5,1.0,36.3,-7.766797,44.094127,3.2,8.2,28.0
2018,march,london,45.893,entire home/apt,true,false,no,4.5,3.0,11.772669491525424,22.928815,49.446355,4.5,16.3,9.8
2023,may,amsterdam,210.77,entire home/apt,true,false,no,3.6,4.0,9.43,6.211124,46.430141,4.138266384778013,6.6,8.8
2020,december,rome,239.91002745512148,entire home/apt,true,false,yes,4.0,2.0,11.772669491525424,27778.172614387302,706797.75,4.5,15.7,7.3
2018,november,barcelona,76.28,private room,false,true,no,4.9,4.0,88.9,27778.172614387302,45.726038,3.5,23.0,13.406927138331573
2016,august,amsterdam,422.55,shared room,true,true,yes,3.6,1.0,0.9,19.516166,633306.45,3.8,23.6,13.2
2018,august,brussels,387.73,entire home/apt,true,false,yes,3.4,2.0,49.0,23.665714,58.109592,4.138266384778013,8.2,5.22
2021,february,amsterdam,444.59,private room,false,false,no,4.0,4.0,11.772669491525424,-6.537186,50.833013,3.9,12.5,5.7
2015,october,london,273.94,shared room,false,true,no,4.2,2.0,2.62,10.306433,49.930601,3.2,7.4,1.4
2019,january,paris,121.28,entire home/apt,false,false,yes,3.3,3.0,6.02,10.106492,53.63602,4.138266384778013,2.6,19.3
2021,december,istanbul,367.63,entire home/apt,false,true,no,3.8,2.0,93.7,8.565335,41.488318,3.4,20.5,6.0
2022,june,barcelona,90.56,shared room,true,true,no,4.2,3.0,2.08,18.638436,42.832201,4.138266384778013,21.6,13.406927138331573
2019,may,paris,167.06,entire home/apt,false,false,no,4.1723991507431,4.0,4.57,25.965606,50.64639,4.4,2.6,7.6
2020,may,paris,238.66,entire home/apt,true,false,yes,3.5,4.0,1.16,-4.556151,64570.488407405915,4.1,17.7,6.0
2021,december,prague,239.91002745512148,entire home/apt,false,false,no,5.0,2.0,7.26,20.262788,47.376687,4.4,14.2,13.406927138331573
2019,february,prague,188.79,private room,true,true,no,3.2,1.0,5.87,147347.9,46.335507,4.7,4.9,13.406927138331573
2021,may,paris,239.91002745512148,private room,false,true,no,4.7,5.0,1.57,22.067337,52.940401,3.2,11.37399577167019,17.3
2015,september,brussels,389.77,entire home/apt,false,false,no,4.1723991507431,3.0,1.6,383334.2,413534.85,3.7,20.9,28.0
2021,may,amsterdam,161.32,entire home/apt,false,true,yes,4.3,2.0,48.1,11.991372,46.352223,3.0,21.8,13.406927138331573
2022,march,london,303.39,private room,false,false,yes,4.8,5.0,8.48,27778.172614387302,49.440415,4.7,2.4,19.5
2016,may,amsterdam,345.62,private room,false,true,yes,4.5,3.0,5.92,956390.41,49.569801,4.2,20.5,12.6
2021,may,istanbul,270.27,private room,false,false,yes,4.4,3.0,2.4,7.41439,47.597375,4.138266384778013,8.3,11.9
2018,september,brussels,193.44,entire home/apt,true,false,no,4.7,3.0,2.49,-9.37714,476745.35,4.5,11.3,29.0
2023,may,paris,361.55,entire home/apt,false,false,no,3.5,1.0,2.34,19.901613,55.39027,3.8,0.12,1.3
2020,april,barcelona,338.05,private room,false,false,yes,4.2,4.0,6.75,27778.172614387302,282670.85,3.7,6.22,19.4
2021,may,rome,255.02,private room,true,false,yes,4.3,3.0,11.772669491525424,11.454321,64570.488407405915,4.6,6.1,17.5
2017,june,paris,417.96,entire home/apt,false,false,yes,4.6,5.0,8.25,17.329842,64570.488407405915,4.2,0.61,15.7
2021,may,istanbul,368.34,private room,false,true,yes,4.6,4.0,1.98,10.357053,64570.488407405915,4.7,2.0,10.9
2019,november,amsterdam,194.75,entire home/apt,true,false,no,4.1,3.0,1.91,6.18713,56.768364,9.4,9.4,13.406927138331573
2021,november,barcelona,239.91002745512148,entire home/apt,false,false,yes,4.0,4.0,2.98,3.596134,45.300745,4.8,21.2,16.8
2021,january,amsterdam,78.77,entire home/apt,true,false,no,3.4,3.0,2.11,15.086542,42.115199,4.138266384778013,6.9,12.6
2023,july,prague,102.57,private room,true,false,no,3.3,1.0,2.22,23.612295,57.215447,5.3,11.37399577167019,13.3
2019,november,barcelona,91.29,entire home/apt,false,false,yes,2.4,3.0,48.4,-3.437724,43.455006,4.9,5.6,22.6
2019,september,london,246.4,entire home/apt,true,true,no,4.2,5.0,6.2,-8.079875,52.334085,3.5,10.0,13.9
2018,november,istanbul,147.41,entire home/apt,false,false,no,3.5,4.0,9.01,-9.154505,53.801287,4.8,14.6,19.7
2015,january,prague,239.91002745512148,shared room,false,false,yes,4.0,3.0,0.94,1.976522,47.845232,4.7,3.7,1.91
2016,january,rome,401.94,private room,false,false,no,3.1,3.0,11.772669491525424,579033.2,43.781751,3.6,7.81,3.31
2019,october,istanbul,442.96,entire home/apt,false,true,yes,4.9,3.0,7.3,3.793123,377692.34,3.8,22.7,8.6
2023,june,barcelona,79.272,entire home/apt,true,false,yes,3.2,3.0,11.772669491525424,4.293281,50.588526,3.8,4.81,1.6
2020,march,barcelona,282.02,entire home/apt,false,true,no,4.6,1.0,7.29,5.793637,42.258684,3.2,17.1,3.62
2021,december,rome,71.241,entire home/apt,false,false,yes,3.4,3.0,3.7,0.456997,41.018662,4.9,20.0,1.92
2016,october,paris,147.97,shared room,false,false,yes,3.8,1.0,1.56,18.961628,44.475375,3.2,5.9,13.2
2022,october,paris,358.42,private room,true,true,yes,3.5,3.0,4.05,27778.172614387302,45.679462,4.2,15.4,5.4
2016,may,brussels,194.41,entire home/apt,false,true,no,4.1,5.0,6.32,-231289.0,47.539189,8.3,11.37399577167019,20.5
2019,july,istanbul,239.14,shared room,true,true,yes,4.7,1.0,8.76,17.783022,49.125873,4.4,9.9,1.1
2018,february,prague,68.39,shared room,true,false,yes,4.9,2.0,9.07,25.657545,47.874133,3.5,6.11,12.7
2020,august,paris,80.312,shared room,true,true,yes,3.5,5.0,4.88,18.292372,53.234779,3.3,1.7,16.8
2016,june,brussels,304.95,entire home/apt,true,true,no,4.6,3.0,8.96,-4.873773,52.244937,4.2,8.9,20.6
2023,june,amsterdam,177.7,shared room,true,false,yes,4.5,2.0,11.772669491525424,-1.289913,45.932387,4.0,6.2,11.1
2016,january,brussels,35.921,shared room,true,false,yes,3.9,3.0,7.45,27778.172614387302,637258.25,3.1,22.7,13.406927138331573
2022,july,amsterdam,380.07,private room,false,true,no,4.7,1.0,7.9,-292353.4,51.770562,3.0,19.1,24.5
2020,december,prague,289.64,entire home/apt,true,true,yes,4.0,5.0,6.06,-5.076695,64570.488407405915,4.2,3.21,9.0
2018,may,paris,185.49,shared room,true,true,no,4.3,4.0,69.3,26.927851,51.784221,4.1,2.7,19.1
2023,april,amsterdam,188.49,private room,true,false,yes,3.4,4.0,9.32,22.660617,48.981171,4.8,7.2,7.1
2020,april,barcelona,386.51,shared room,true,true,yes,3.5,5.0,42.5,6.381175,48.577775,1.4,11.37399577167019,7.1
2017,november,paris,304.48,entire home/apt,true,false,no,4.6,4.0,6.72,-2.039521,45.650287,4.6,17.0,13.406927138331573
2021,may,paris,111.22,entire home/apt,true,false,yes,3.3,3.0,4.9,14.300311,50.525478,3.2,13.0,13.406927138331573
2021,february,london,310.2,private room,false,false,yes,3.4,5.0,1.26,-9.170274,50.995558,4.6,8.9,13.406927138331573
2021,december,paris,180.49,entire home/apt,false,false,no,3.8,2.0,1.75,9.314706,43.479061,3.7,11.37399577167019,1.4
2019,july,london,212.62,shared room,false,false,yes,3.9,2.0,47.8,9.668908,40.970545,4.138266384778013,15.9,0.2
2021,october,barcelona,21.481,private room,true,true,yes,3.5,3.0,9.99,561351.62,51.362177,4.2,6.6,9.5
2015,may,paris,126.5,shared room,true,false,yes,3.6,1.0,5.67,-8.189164,621562.05,4.9,0.4,28.4
2015,june,istanbul,244.73,shared room,false,false,no,3.8,3.0,74.8,-6.563401,44.118375,4.6,4.5,21.1
2023,november,barcelona,352.89,private room,false,true,no,3.5,3.0,6.76,1.05791,47.033465,4.1,4.6,13.406927138331573
2019,june,paris,383.1,entire home/apt,true,true,yes,9.4,4.0,7.63,-2.396531,59.481426,4.138266384778013,14.3,23.0
2016,december,rome,268.89,entire home/apt,true,false,yes,4.2,1.0,8.38,27778.172614387302,45.054285,4.5,20.7,12.7
2016,september,amsterdam,57.313,private room,true,false,yes,3.3,1.0,11.772669491525424,29502.11,50.047513,4.4,18.3,13.406927138331573
2022,april,london,359.4,entire home/apt,true,false,yes,4.1,5.0,2.79,27778.172614387302,341787.14,3.2,12.4,6.4
2021,july,paris,239.91002745512148,private room,false,true,yes,4.1723991507431,2.0,9.51,6.994396,120480.34,8.4,12.1,3.0
2017,may,brussels,239.91002745512148,entire home/apt,false,false,no,3.8,3.0,6.16,29.594657,49.324591,4.2,3.2,15.4
2017,september,prague,5.983,private room,false,false,no,4.5,3.0,9.56,15.797824,64570.488407405915,4.138266384778013,11.2,22.7
2016,january,amsterdam,231.14,shared room,true,true,no,4.5,2.0,11.772669491525424,20.613313,739605.74,3.9,1.5,13.0
2015,may,brussels,326.08,entire home/apt,false,false,yes,6.3,3.0,8.27,514509.31,53.024502,4.8,18.7,7.0
2023,may,amsterdam,222.56,entire home/apt,true,false,no,3.3,4.0,6.38,-5.514712,53.728568,4.138266384778013,7.0,7.0
2019,may,paris,122.47,entire home/apt,true,false,no,0.4,2.0,2.37,6.445848,64570.488407405915,4.4,11.2,4.9
2022,june,prague,169.54,private room,false,true,no,4.8,3.0,7.59,27778.172614387302,45.650626,4.4,14.5,25.9
2021,june,paris,166.54,private room,false,false,yes,4.5,2.0,9.81,8.771745,51.913962,4.138266384778013,11.37399577167019,23.7
2021,december,rome,451.69,private room,false,true,yes,9.3,5.0,39.4,23.125768,56.678362,4.7,10.5,16.8
